row,sample
10995,development
10996,development
10997,development
10998,development
10999,development
11000,development
11001,holdout
11002,development
11003,development
11004,holdout
11005,holdout
11006,development
11007,development
11008,holdout
11009,development
11010,development
11011,development
11012,holdout
11013,development
11014,holdout
11015,development
11016,holdout
11017,development
11018,development
11019,development
11020,development
11021,development
11022,development
11023,development
11024,development
11025,development
11026,development
11027,holdout
11028,development
11029,development
11030,holdout
11031,holdout
11032,holdout
11033,holdout
11034,development
11035,holdout
11036,development
11037,holdout
11038,development
11039,holdout
11040,development
11041,holdout
11042,development
11043,development
11044,development
11045,development
11046,holdout
11047,development
11048,development
11049,development
11050,development
11051,development
11052,development
11053,development
11054,development
11055,development
11056,holdout
11057,holdout
11058,development
11059,development
11060,development
11061,holdout
11062,development
11063,development
11064,development
11065,development
11066,development
11067,holdout
11068,development
11069,holdout
11070,holdout
11071,development
11072,holdout
11073,holdout
11074,development
11075,development
11076,development
11077,holdout
11078,development
11079,development
11080,development
11081,holdout
11082,development
11083,development
11084,holdout
11085,development
11086,development
11087,development
11088,development
11089,holdout
11090,development
11091,development
11092,holdout
11093,development
11094,holdout
11095,development
11096,development
11097,development
11098,holdout
11099,development
11100,holdout
11101,development
11102,development
11103,holdout
11104,development
11105,holdout
11106,holdout
11107,development
11108,development
11109,development
11110,development
11111,development
11112,development
11113,holdout
11114,development
11115,development
11116,development
11117,development
11118,holdout
11119,development
11120,holdout
11121,development
11122,development
11123,development
11124,development
11125,development
11126,development
11127,holdout
11128,development
11129,development
11130,development
11131,development
11132,development
11133,development
11134,development
11135,development
11136,development
11137,development
11138,development
11139,development
11140,holdout
11141,development
11142,development
11143,holdout
11144,development
11145,development
11146,development
11147,holdout
11148,development
11149,development
11150,holdout
11151,holdout
11152,development
11153,development
11154,holdout
11155,development
11156,development
11157,development
11158,development
11159,development
11160,development
11161,holdout
11162,development
11163,development
11164,development
11165,holdout
11166,development
11167,development
11168,holdout
11169,development
11170,development
11171,development
11172,development
11173,holdout
11174,development
11175,development
11176,development
11177,development
11178,holdout
11179,development
11180,development
11181,development
11182,development
11183,development
11184,development
11185,development
11186,development
11187,development
11188,development
11189,holdout
11190,development
11191,development
11192,development
11193,development
11194,development
11195,holdout
11196,holdout
11197,holdout
11198,holdout
11199,development
11200,development
11201,holdout
11202,holdout
11203,development
11204,development
11205,development
11206,development
11207,development
11208,development
11209,holdout
11210,holdout
11211,development
11212,development
11213,development
11214,development
11215,development
11216,development
11217,development
11218,development
11219,development
11220,development
11221,development
11222,development
11223,holdout
11224,development
11225,holdout
11226,development
11227,development
11228,holdout
11229,holdout
11230,holdout
11231,development
11232,development
11233,holdout
11234,holdout
11235,development
11236,development
11237,holdout
11238,holdout
11239,development
11240,development
11241,holdout
11242,development
11243,development
11244,holdout
11245,holdout
11246,development
11247,development
11248,development
11249,holdout
11250,development
11251,development
11252,development
11253,holdout
11254,development
11255,development
11256,development
11257,development
11258,holdout
11259,development
11260,development
11261,development
11262,development
11263,holdout
11264,holdout
11265,development
11266,holdout
11267,development
11268,development
11269,development
11270,development
11271,development
11272,development
11273,development
11274,development
11275,development
11276,development
11277,development
11278,holdout
11279,development
11280,development
11281,development
11282,development
11283,development
11284,holdout
11285,holdout
11286,development
11287,holdout
11288,development
11289,development
11290,holdout
11291,development
11292,holdout
11293,development
11294,development
11295,holdout
11296,development
11297,development
11298,development
11299,development
11300,development
11301,development
11302,development
11303,development
11304,development
11305,development
11306,development
11307,development
11308,holdout
11309,development
11310,development
11311,development
11312,development
11313,holdout
11314,development
11315,development
11316,development
11317,holdout
11318,development
11319,development
11320,development
11321,holdout
11322,development
11323,development
11324,development
11325,development
11326,development
11327,development
11328,holdout
11329,development
11330,holdout
11331,holdout
11332,development
11333,development
11334,development
11335,holdout
11336,holdout
11337,development
11338,development
11339,development
11340,holdout
11341,development
11342,holdout
11343,development
11344,holdout
11345,development
11346,holdout
11347,development
11348,development
11349,development
11350,development
11351,development
11352,development
11353,development
11354,holdout
11355,holdout
11356,holdout
11357,development
11358,development
11359,development
11360,development
11361,development
11362,holdout
11363,holdout
11364,development
11365,holdout
11366,development
11367,development
11368,development
11369,holdout
11370,development
11371,development
11372,development
11373,holdout
11374,development
11375,development
11376,development
11377,development
11378,development
11379,development
11380,development
11381,holdout
11382,development
11383,development
11384,development
11385,development
11386,development
11387,development
11388,development
11389,development
11390,development
11391,holdout
11392,development
11393,holdout
11394,development
11395,development
11396,development
11397,development
11398,development
11399,holdout
11400,development
11401,development
11402,development
11403,holdout
11404,development
11405,holdout
11406,holdout
11407,development
11408,holdout
11409,development
11410,holdout
11411,holdout
11412,development
11413,development
11414,development
11415,development
11416,development
11417,development
11418,development
11419,development
11420,holdout
11421,holdout
11422,holdout
11423,holdout
11424,development
11425,development
11426,holdout
11427,development
11428,holdout
11429,development
11430,holdout
11431,development
11432,development
11433,development
11434,development
11435,holdout
11436,holdout
11437,development
11438,development
11439,development
11440,development
11441,development
11442,development
11443,development
11444,holdout
11445,development
11446,development
11447,development
11448,development
11449,holdout
11450,development
11451,development
11452,development
11453,development
11454,development
11455,development
11456,development
11457,development
11458,development
11459,development
11460,development
11461,development
11462,development
11463,development
11464,development
11465,development
11466,development
11467,development
11468,development
11469,holdout
11470,development
11471,development
11472,holdout
11473,development
11474,development
11475,development
11476,development
11477,development
11478,development
11479,holdout
11480,development
11481,development
11482,development
11483,holdout
11484,development
11485,development
11486,development
11487,development
11488,development
11489,development
11490,holdout
11491,development
11492,development
11493,development
11494,holdout
11495,holdout
11496,development
11497,development
11498,development
11499,development
11500,development
11501,development
11502,holdout
11503,development
11504,development
11505,development
11506,development
11507,development
11508,development
11509,development
11510,development
11511,development
11512,development
11513,development
11514,holdout
11515,holdout
11516,development
11517,holdout
11518,holdout
11519,development
11520,development
11521,holdout
11522,development
11523,development
11524,development
11525,holdout
11526,development
11527,holdout
11528,development
11529,development
11530,development
11531,development
11532,development
11533,development
11534,development
11535,development
11536,development
11537,development
11538,holdout
11539,development
11540,holdout
11541,holdout
11542,holdout
11543,development
11544,development
11545,development
11546,development
11547,holdout
11548,development
11549,development
11550,development
11551,development
11552,development
11553,development
11554,development
11555,development
11556,development
11557,holdout
11558,development
11559,development
11560,development
11561,development
11562,development
11563,development
11564,holdout
11565,development
11566,development
11567,development
11568,holdout
11569,development
11570,development
11571,holdout
11572,development
11573,development
11574,holdout
11575,development
11576,development
11577,development
11578,development
11579,development
11580,holdout
11581,holdout
11582,development
11583,development
11584,development
11585,development
11586,development
11587,development
11588,development
11589,development
11590,development
11591,holdout
11592,development
11593,development
11594,holdout
11595,holdout
11596,development
11597,development
11598,development
11599,development
11600,development
11601,development
11602,development
11603,development
11604,holdout
11605,holdout
11606,holdout
11607,development
11608,development
11609,development
11610,holdout
11611,development
11612,development
11613,development
11614,development
11615,development
11616,development
11617,development
11618,development
11619,development
11620,development
11621,holdout
11622,holdout
11623,development
11624,holdout
11625,holdout
11626,holdout
11627,holdout
11628,holdout
11629,development
11630,holdout
11631,development
11632,holdout
11633,holdout
11634,development
11635,development
11636,holdout
11637,holdout
11638,development
11639,holdout
11640,development
11641,holdout
11642,development
11643,development
11644,holdout
11645,development
11646,development
11647,development
11648,holdout
11649,development
11650,development
11651,development
11652,development
11653,development
11654,development
11655,holdout
11656,development
11657,development
11658,holdout
11659,holdout
11660,development
11661,development
11662,development
11663,development
11664,development
11665,development
11666,development
11667,development
11668,holdout
11669,development
11670,development
11671,development
11672,development
11673,development
11674,holdout
11675,development
11676,development
11677,development
11678,development
11679,development
11680,development
11681,development
11682,development
11683,development
11684,development
11685,development
11686,development
11687,development
11688,development
11689,development
11690,development
11691,development
11692,development
11693,holdout
11694,holdout
11695,development
11696,holdout
11697,holdout
11698,development
11699,holdout
11700,development
11701,development
11702,development
11703,development
11704,development
11705,development
11706,development
11707,holdout
11708,development
11709,holdout
11710,holdout
11711,holdout
11712,development
11713,holdout
11714,development
11715,development
11716,development
11717,holdout
11718,development
11719,development
11720,development
11721,holdout
11722,holdout
11723,development
11724,development
11725,development
11726,development
11727,development
11728,development
11729,holdout
11730,holdout
11731,development
11732,development
11733,development
11734,development
11735,development
11736,development
11737,development
11738,development
11739,development
11740,holdout
11741,development
11742,development
11743,holdout
11744,holdout
11745,holdout
11746,holdout
11747,holdout
11748,holdout
11749,holdout
11750,development
11751,holdout
11752,holdout
11753,development
11754,development
11755,holdout
11756,development
11757,holdout
11758,development
11759,holdout
11760,development
11761,development
11762,holdout
11763,holdout
11764,development
11765,holdout
11766,development
11767,development
11768,development
11769,development
11770,development
11771,holdout
11772,development
11773,development
11774,holdout
11775,holdout
11776,development
11777,holdout
11778,holdout
11779,holdout
11780,holdout
11781,holdout
11782,holdout
11783,development
11784,development
11785,development
11786,development
11787,holdout
11788,development
11789,development
11790,development
11791,development
11792,development
11793,development
11794,development
11795,holdout
11796,development
11797,development
11798,development
11799,development
11800,holdout
11801,development
11802,development
11803,development
11804,development
11805,development
11806,development
11807,development
11808,holdout
11809,development
11810,development
11811,development
11812,holdout
11813,development
11814,development
11815,development
11816,development
11817,holdout
11818,development
11819,development
11820,development
11821,development
11822,development
11823,development
11824,development
11825,holdout
11826,development
11827,holdout
11828,development
11829,holdout
11830,holdout
11831,holdout
11832,holdout
11833,development
11834,development
11835,development
11836,development
11837,development
11838,holdout
11839,development
11840,holdout
11841,development
11842,development
11843,holdout
11844,development
11845,development
11846,development
11847,development
11848,holdout
11849,development
11850,holdout
11851,holdout
11852,holdout
11853,development
11854,holdout
11855,development
11856,development
11857,development
11858,development
11859,development
11860,holdout
11861,development
11862,development
11863,development
11864,development
11865,development
11866,development
11867,development
11868,development
11869,holdout
11870,holdout
11871,holdout
11872,development
11873,development
11874,holdout
11875,development
11876,development
11877,development
11878,holdout
11879,holdout
11880,holdout
11881,development
11882,holdout
11883,holdout
11884,holdout
11885,development
11886,development
11887,development
11888,holdout
11889,development
11890,development
11891,development
11892,development
11893,development
11894,development
11895,holdout
11896,development
11897,development
11898,holdout
11899,development
11900,development
11901,holdout
11902,holdout
11903,development
11904,holdout
11905,development
11906,development
11907,development
11908,holdout
11909,development
11910,development
11911,development
11912,holdout
11913,development
11914,development
11915,development
11916,development
11917,development
11918,development
11919,development
11920,holdout
11921,development
11922,development
11923,development
11924,development
11925,development
11926,development
11927,development
11928,holdout
11929,development
11930,development
11931,holdout
11932,development
11933,development
11934,development
11935,development
11936,development
11937,holdout
11938,holdout
11939,development
11940,development
11941,holdout
11942,development
11943,development
11944,development
11945,holdout
11946,development
11947,development
11948,holdout
11949,development
11950,development
11951,development
11952,development
11953,development
11954,development
11955,development
11956,development
11957,holdout
11958,holdout
11959,development
11960,development
11961,development
11962,development
11963,holdout
11964,development
11965,development
11966,development
11967,development
11968,development
11969,development
11970,development
11971,holdout
11972,development
11973,holdout
11974,holdout
11975,development
11976,holdout
11977,development
11978,development
11979,development
11980,holdout
11981,development
11982,development
11983,development
11984,development
11985,holdout
11986,development
11987,holdout
11988,holdout
11989,development
11990,development
11991,development
11992,development
11993,development
11994,development
11995,holdout
11996,development
11997,development
11998,development
11999,holdout
12000,development
12001,development
12002,development
12003,holdout
12004,development
12005,development
12006,holdout
12007,development
12008,development
12009,development
12010,holdout
12011,development
12012,holdout
12013,development
12014,development
12015,development
12016,development
12017,development
12018,holdout
12019,development
12020,development
12021,holdout
12022,development
12023,development
12024,holdout
12025,development
12026,development
12027,development
12028,development
12029,holdout
12030,holdout
12031,development
12032,holdout
12033,development
12034,holdout
12035,development
12036,development
12037,development
12038,development
12039,development
12040,development
12041,holdout
12042,development
12043,holdout
12044,development
12045,development
12046,development
12047,holdout
12048,development
12049,holdout
12050,development
12051,development
12052,holdout
12053,development
12054,holdout
12055,holdout
12056,development
12057,development
12058,holdout
12059,holdout
12060,development
12061,holdout
12062,development
12063,development
12064,development
12065,development
12066,development
12067,holdout
12068,development
12069,development
12070,development
12071,development
12072,development
12073,development
12074,holdout
12075,development
12076,development
12077,development
12078,holdout
12079,development
12080,holdout
12081,development
12082,development
12083,development
12084,development
12085,development
12086,development
12087,holdout
12088,holdout
12089,development
12090,development
12091,holdout
12092,development
12093,development
12094,holdout
12095,development
12096,development
12097,development
12098,development
12099,holdout
12100,development
12101,development
12102,holdout
12103,development
12104,holdout
12105,holdout
12106,development
12107,development
12108,development
12109,development
12110,development
12111,development
12112,development
12113,development
12114,development
12115,holdout
12116,development
12117,development
12118,development
12119,development
12120,development
12121,holdout
12122,development
12123,development
12124,development
12125,development
12126,development
12127,development
12128,development
12129,development
12130,development
12131,development
12132,development
12133,development
12134,development
12135,development
12136,holdout
12137,development
12138,development
12139,holdout
12140,development
12141,development
12142,development
12143,development
12144,development
12145,development
12146,development
12147,development
12148,development
12149,development
12150,development
12151,holdout
12152,development
12153,development
12154,development
12155,holdout
12156,development
12157,development
12158,holdout
12159,development
12160,development
12161,holdout
12162,development
12163,development
12164,holdout
12165,holdout
12166,development
12167,holdout
12168,development
12169,development
12170,holdout
12171,development
12172,development
12173,holdout
12174,development
12175,development
12176,development
12177,holdout
12178,development
12179,development
12180,development
12181,development
12182,development
12183,development
12184,holdout
12185,holdout
12186,holdout
12187,holdout
12188,development
12189,development
12190,development
12191,development
12192,holdout
12193,development
12194,holdout
12195,development
12196,development
12197,development
12198,development
12199,holdout
12200,holdout
12201,holdout
12202,development
12203,development
12204,development
12205,development
12206,development
12207,development
12208,holdout
12209,development
12210,development
12211,development
12212,holdout
12213,development
12214,holdout
12215,development
12216,holdout
12217,development
12218,holdout
12219,development
12220,development
12221,development
12222,development
12223,holdout
12224,development
12225,development
12226,development
12227,holdout
12228,development
12229,development
12230,development
12231,holdout
12232,development
12233,development
12234,development
12235,holdout
12236,development
12237,holdout
12238,development
12239,holdout
12240,holdout
12241,development
12242,holdout
12243,holdout
12244,holdout
12245,holdout
12246,development
12247,holdout
12248,development
12249,holdout
12250,development
12251,development
12252,holdout
12253,development
12254,development
12255,development
12256,development
12257,development
12258,development
12259,holdout
12260,holdout
12261,development
12262,development
12263,development
12264,development
12265,development
12266,holdout
12267,holdout
12268,holdout
12269,holdout
12270,development
12271,holdout
12272,development
12273,holdout
12274,holdout
12275,holdout
12276,development
12277,development
12278,development
12279,development
12280,holdout
12281,development
12282,development
12283,development
12284,development
12285,development
12286,holdout
12287,development
12288,development
12289,holdout
12290,development
12291,development
12292,development
12293,development
12294,holdout
12295,development
12296,holdout
12297,development
12298,development
12299,development
12300,development
12301,development
12302,development
12303,holdout
12304,holdout
12305,holdout
12306,development
12307,development
12308,development
12309,holdout
12310,development
12311,development
12312,holdout
12313,development
12314,development
12315,holdout
12316,holdout
12317,development
12318,development
12319,development
12320,development
12321,development
12322,development
12323,development
12324,development
12325,development
12326,development
12327,development
12328,development
12329,development
12330,holdout
12331,holdout
12332,development
12333,development
12334,development
12335,development
12336,development
12337,holdout
12338,development
12339,development
12340,holdout
12341,holdout
12342,development
12343,holdout
12344,development
12345,holdout
12346,development
12347,development
12348,development
12349,holdout
12350,development
12351,holdout
12352,holdout
12353,development
12354,development
12355,holdout
12356,holdout
12357,holdout
12358,development
12359,development
12360,development
12361,development
12362,development
12363,development
12364,development
12365,development
12366,holdout
12367,development
12368,development
12369,development
12370,development
12371,development
12372,holdout
12373,development
12374,development
12375,holdout
12376,development
12377,development
12378,development
12379,development
12380,holdout
12381,holdout
12382,development
12383,development
12384,development
12385,development
12386,development
12387,development
12388,development
12389,development
12390,development
12391,development
12392,development
12393,development
12394,development
12395,development
12396,development
12397,development
12398,development
12399,development
12400,development
12401,development
12402,development
12403,development
12404,development
12405,development
12406,development
12407,development
12408,development
12409,development
12410,development
12411,development
12412,development
12413,development
12414,development
12415,development
12416,development
12417,development
12418,development
12419,holdout
12420,development
12421,development
12422,development
12423,development
12424,development
12425,development
12426,development
12427,holdout
12428,development
12429,development
12430,holdout
12431,development
12432,development
12433,development
12434,development
12435,development
12436,holdout
12437,development
12438,holdout
12439,development
12440,development
12441,development
12442,holdout
12443,development
12444,holdout
12445,holdout
12446,development
12447,development
12448,development
12449,holdout
12450,development
12451,development
12452,development
12453,development
12454,holdout
12455,development
12456,development
12457,holdout
12458,development
12459,development
12460,holdout
12461,holdout
12462,development
12463,development
12464,development
12465,development
12466,development
12467,development
12468,holdout
12469,development
12470,development
12471,development
12472,holdout
12473,development
12474,development
12475,development
12476,development
12477,development
12478,development
12479,development
12480,development
12481,holdout
12482,holdout
12483,development
12484,development
12485,holdout
12486,development
12487,development
12488,holdout
12489,development
12490,development
12491,holdout
12492,holdout
12493,development
12494,development
12495,development
12496,development
12497,holdout
12498,development
12499,development
12500,development
12501,holdout
12502,holdout
12503,development
12504,development
12505,development
12506,development
12507,development
12508,development
12509,development
12510,development
12511,development
12512,development
12513,holdout
12514,development
12515,holdout
12516,development
12517,development
12518,holdout
12519,holdout
12520,development
12521,development
12522,holdout
12523,development
12524,development
12525,development
12526,development
12527,development
12528,development
12529,development
12530,development
12531,development
12532,development
12533,holdout
12534,development
12535,development
12536,development
12537,holdout
12538,development
12539,development
12540,development
12541,development
12542,development
12543,holdout
12544,development
12545,development
12546,development
12547,holdout
12548,development
12549,development
12550,development
12551,holdout
12552,development
12553,development
12554,development
12555,holdout
12556,holdout
12557,development
12558,development
12559,development
12560,holdout
12561,development
12562,development
12563,development
12564,development
12565,development
12566,development
12567,development
12568,development
12569,holdout
12570,development
12571,development
12572,holdout
12573,development
12574,development
12575,development
12576,development
12577,holdout
12578,development
12579,holdout
12580,holdout
12581,holdout
12582,holdout
12583,development
12584,holdout
12585,holdout
12586,development
12587,holdout
12588,development
12589,development
12590,development
12591,holdout
12592,development
12593,development
12594,development
12595,development
12596,development
12597,holdout
12598,holdout
12599,development
12600,holdout
12601,development
12602,development
12603,development
12604,holdout
12605,holdout
12606,development
12607,development
12608,development
12609,holdout
12610,holdout
12611,holdout
12612,development
12613,development
12614,development
12615,development
12616,holdout
12617,holdout
12618,holdout
12619,development
12620,development
12621,holdout
12622,development
12623,development
12624,development
12625,development
12626,development
12627,development
12628,holdout
12629,holdout
12630,holdout
12631,development
12632,development
12633,development
12634,development
12635,development
12636,development
12637,development
12638,development
12639,development
12640,development
12641,development
12642,development
12643,holdout
12644,development
12645,development
12646,development
12647,development
12648,holdout
12649,holdout
12650,development
12651,development
12652,development
12653,development
12654,development
12655,holdout
12656,development
12657,holdout
12658,development
12659,development
12660,holdout
12661,development
12662,development
12663,development
12664,holdout
12665,development
12666,development
12667,development
12668,holdout
12669,holdout
12670,development
12671,development
12672,development
12673,holdout
12674,development
12675,development
12676,development
12677,development
12678,development
12679,development
12680,development
12681,development
12682,holdout
12683,development
12684,development
12685,development
12686,development
12687,holdout
12688,development
12689,development
12690,development
12691,development
12692,development
12693,development
12694,holdout
12695,development
12696,development
12697,development
12698,development
12699,development
12700,development
12701,development
12702,development
12703,development
12704,development
12705,holdout
12706,development
12707,holdout
12708,development
12709,development
12710,development
12711,holdout
12712,holdout
12713,holdout
12714,holdout
12715,development
12716,development
12717,development
12718,development
12719,development
12720,development
12721,holdout
12722,holdout
12723,holdout
12724,development
12725,development
12726,development
12727,development
12728,holdout
12729,development
12730,holdout
12731,development
12732,development
12733,development
12734,holdout
12735,development
12736,development
12737,holdout
12738,holdout
12739,development
12740,development
12741,holdout
12742,development
12743,development
12744,development
12745,development
12746,development
12747,development
12748,development
12749,development
12750,holdout
12751,holdout
12752,development
12753,holdout
12754,development
12755,development
12756,development
12757,development
12758,development
12759,development
12760,development
12761,development
12762,holdout
12763,development
12764,development
12765,development
12766,holdout
12767,holdout
12768,development
12769,development
12770,development
12771,development
12772,holdout
12773,development
12774,development
12775,development
12776,holdout
12777,holdout
12778,holdout
12779,development
12780,holdout
12781,development
12782,development
12783,holdout
12784,holdout
12785,holdout
12786,holdout
12787,development
12788,development
12789,development
12790,development
12791,development
12792,holdout
12793,development
12794,holdout
12795,development
12796,development
12797,development
12798,development
12799,development
12800,development
12801,development
12802,holdout
12803,development
12804,development
12805,development
12806,development
12807,development
12808,development
12809,development
12810,development
12811,development
12812,development
12813,development
12814,development
12815,development
12816,holdout
12817,holdout
12818,holdout
12819,development
12820,development
12821,holdout
12822,development
12823,development
12824,development
12825,development
12826,holdout
12827,development
12828,holdout
12829,development
12830,development
12831,development
12832,development
12833,development
12834,holdout
12835,development
12836,development
12837,development
12838,holdout
12839,holdout
12840,development
12841,development
12842,holdout
12843,holdout
12844,development
12845,holdout
12846,development
12847,development
12848,development
12849,development
12850,development
12851,development
12852,development
12853,development
12854,development
12855,development
12856,development
12857,holdout
12858,development
12859,development
12860,development
12861,development
12862,development
12863,development
12864,development
12865,development
12866,development
12867,development
12868,development
12869,development
12870,development
12871,holdout
12872,development
12873,development
12874,development
12875,holdout
12876,development
12877,development
12878,development
12879,development
12880,development
12881,development
12882,holdout
12883,development
12884,development
12885,development
12886,development
12887,development
12888,development
12889,development
12890,holdout
12891,development
12892,holdout
12893,development
12894,holdout
12895,holdout
12896,development
12897,development
12898,holdout
12899,development
12900,holdout
12901,development
12902,development
12903,development
12904,development
12905,development
12906,development
12907,development
12908,development
12909,holdout
12910,development
12911,development
12912,holdout
12913,holdout
12914,holdout
12915,development
12916,development
12917,development
12918,development
12919,holdout
12920,development
12921,development
12922,development
12923,development
12924,holdout
12925,holdout
12926,holdout
12927,development
12928,development
12929,development
12930,holdout
12931,development
12932,holdout
12933,development
12934,holdout
12935,development
12936,development
12937,development
12938,development
12939,development
12940,development
12941,holdout
12942,holdout
12943,development
12944,development
12945,holdout
12946,development
12947,development
12948,development
12949,development
12950,development
12951,development
12952,holdout
12953,development
12954,development
12955,development
12956,holdout
12957,development
12958,holdout
12959,holdout
12960,development
12961,holdout
12962,development
12963,development
12964,development
12965,holdout
12966,development
12967,holdout
12968,holdout
12969,development
12970,development
12971,holdout
12972,development
12973,development
12974,development
12975,development
12976,development
12977,development
12978,holdout
12979,development
12980,holdout
12981,development
12982,development
12983,holdout
12984,holdout
12985,development
12986,holdout
12987,development
12988,development
12989,development
12990,development
12991,development
12992,development
12993,development
12994,development
12995,development
12996,holdout
12997,development
12998,development
12999,development
13000,development
13001,development
13002,holdout
13003,development
13004,development
13005,development
13006,development
13007,development
13008,holdout
13009,holdout
13010,development
13011,development
13012,development
13013,holdout
13014,holdout
13015,development
13016,development
13017,development
13018,development
13019,development
13020,development
13021,development
13022,development
13023,holdout
13024,development
13025,holdout
13026,development
13027,development
13028,development
13029,development
13030,development
13031,holdout
13032,development
13033,development
13034,holdout
13035,development
13036,development
13037,holdout
13038,development
13039,development
13040,development
13041,development
13042,holdout
13043,holdout
13044,development
13045,holdout
13046,development
13047,holdout
13048,holdout
13049,development
13050,development
13051,holdout
13052,development
13053,development
13054,development
13055,holdout
13056,holdout
13057,development
13058,development
13059,development
13060,holdout
13061,holdout
13062,development
13063,development
13064,holdout
13065,development
13066,development
13067,holdout
13068,development
13069,development
13070,development
13071,development
13072,development
13073,development
13074,development
13075,holdout
13076,development
13077,holdout
13078,development
13079,development
13080,development
13081,development
13082,holdout
13083,development
13084,holdout
13085,development
13086,development
13087,development
13088,development
13089,holdout
13090,holdout
13091,development
13092,development
13093,development
13094,development
13095,development
13096,development
13097,development
13098,holdout
13099,development
13100,development
13101,development
13102,holdout
13103,development
13104,holdout
13105,development
13106,holdout
13107,development
13108,development
13109,holdout
13110,development
13111,holdout
13112,development
13113,holdout
13114,development
13115,development
13116,development
13117,holdout
13118,development
13119,development
13120,development
13121,holdout
13122,development
13123,holdout
13124,development
13125,development
13126,holdout
13127,holdout
13128,holdout
13129,development
13130,development
13131,holdout
13132,development
13133,development
13134,development
13135,holdout
13136,development
13137,holdout
13138,holdout
13139,development
13140,development
13141,holdout
13142,development
13143,development
13144,holdout
13145,development
13146,holdout
13147,development
13148,development
13149,development
13150,holdout
13151,development
13152,holdout
13153,development
13154,holdout
13155,development
13156,holdout
13157,holdout
13158,holdout
13159,development
13160,development
13161,holdout
13162,development
13163,development
13164,holdout
13165,development
13166,development
13167,development
13168,development
13169,holdout
13170,development
13171,development
13172,development
13173,development
13174,holdout
13175,development
13176,holdout
13177,development
13178,development
13179,development
13180,holdout
13181,holdout
13182,development
13183,development
13184,development
13185,development
13186,holdout
13187,development
13188,development
13189,holdout
13190,development
13191,development
13192,development
13193,development
13194,development
13195,holdout
13196,holdout
13197,development
13198,holdout
13199,development
13200,holdout
13201,development
13202,development
13203,holdout
13204,development
13205,development
13206,development
13207,development
13208,development
13209,development
13210,holdout
13211,development
13212,development
13213,development
13214,holdout
13215,development
13216,development
13217,holdout
13218,development
13219,development
13220,development
13221,development
13222,holdout
13223,development
13224,development
13225,holdout
13226,holdout
13227,development
13228,holdout
13229,development
13230,holdout
13231,holdout
13232,development
13233,development
13234,development
13235,holdout
13236,holdout
13237,development
13238,development
13239,holdout
13240,development
13241,holdout
13242,development
13243,development
13244,holdout
13245,holdout
13246,development
13247,development
13248,holdout
13249,development
13250,holdout
13251,holdout
13252,development
13253,development
13254,development
13255,development
13256,holdout
13257,development
13258,development
13259,development
13260,development
13261,development
13262,development
13263,development
13264,development
13265,development
13266,development
13267,holdout
13268,development
13269,development
13270,development
13271,development
13272,development
13273,development
13274,development
13275,development
13276,development
13277,holdout
13278,holdout
13279,holdout
13280,development
13281,development
13282,development
13283,holdout
13284,holdout
13285,development
13286,development
13287,development
13288,holdout
13289,development
13290,development
13291,development
13292,development
13293,holdout
13294,development
13295,development
13296,holdout
13297,development
13298,development
13299,holdout
13300,development
13301,development
13302,development
13303,development
13304,development
13305,development
13306,development
13307,holdout
13308,holdout
13309,development
13310,holdout
13311,holdout
13312,development
13313,development
13314,development
13315,holdout
13316,development
13317,holdout
13318,development
13319,development
13320,development
13321,development
13322,development
13323,development
13324,development
13325,development
13326,development
13327,development
13328,development
13329,development
13330,development
13331,holdout
13332,development
13333,development
13334,development
13335,holdout
13336,development
13337,development
13338,development
13339,development
13340,development
13341,development
13342,development
13343,holdout
13344,development
13345,development
13346,development
13347,development
13348,development
13349,development
13350,holdout
13351,development
13352,development
13353,development
13354,development
13355,development
13356,holdout
13357,development
13358,holdout
13359,development
13360,development
13361,development
13362,development
13363,holdout
13364,holdout
13365,development
13366,development
13367,holdout
13368,development
13369,development
13370,holdout
13371,holdout
13372,holdout
13373,development
13374,holdout
13375,development
13376,development
13377,holdout
13378,holdout
13379,development
13380,holdout
13381,holdout
13382,development
13383,holdout
13384,development
13385,development
13386,development
13387,holdout
13388,holdout
13389,development
13390,development
13391,holdout
13392,development
13393,holdout
13394,development
13395,development
13396,development
13397,development
13398,development
13399,development
13400,development
13401,holdout
13402,holdout
13403,development
13404,development
13405,development
13406,development
13407,development
13408,development
13409,holdout
13410,development
13411,development
13412,development
13413,development
13414,holdout
13415,holdout
13416,development
13417,development
13418,development
13419,development
13420,development
13421,holdout
13422,development
13423,holdout
13424,development
13425,holdout
13426,holdout
13427,development
13428,development
13429,development
13430,holdout
13431,development
13432,development
13433,development
13434,development
13435,development
13436,development
13437,holdout
13438,holdout
13439,development
13440,development
13441,holdout
13442,development
13443,holdout
13444,development
13445,development
13446,development
13447,development
13448,holdout
13449,development
13450,development
13451,holdout
13452,development
13453,holdout
13454,development
13455,development
13456,development
13457,holdout
13458,development
13459,development
13460,holdout
13461,holdout
13462,holdout
13463,development
13464,development
13465,holdout
13466,development
13467,development
13468,development
13469,development
13470,development
13471,development
13472,development
13473,holdout
13474,development
13475,development
13476,development
13477,development
13478,development
13479,holdout
13480,holdout
13481,development
13482,development
13483,holdout
13484,development
13485,development
13486,development
13487,development
13488,development
13489,development
13490,development
13491,development
13492,development
13493,development
13494,development
13495,development
13496,development
13497,development
13498,development
13499,holdout
13500,development
13501,development
13502,development
13503,development
13504,development
13505,development
13506,holdout
13507,development
13508,holdout
